epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,15558.1,1.03557,0.69153,1.06504,80.72229128813234,82.76474412315375,85.65831309999625,65.3441851304776,1.11435,0.73669,1.12324,0.00208,0.00208,0.00208
162,15649.8,1.03693,0.69699,1.07098,80.71213541168595,82.60071250260039,85.66796160023905,65.33345150172329,1.11411,0.73625,1.12328,0.0020305,0.0020305,0.0020305
163,15741.5,1.03289,0.68801,1.06434,80.80861623792674,82.4949552735594,85.59935004295693,65.33881831610044,1.11421,0.73618,1.1234,0.001981,0.001981,0.001981
164,15833.8,1.04227,0.69289,1.06758,80.72567658028115,82.36437747035573,85.61971909902503,65.2851501723289,1.11372,0.73554,1.12344,0.0019315,0.0019315,0.0019315
165,15925.5,1.03223,0.68985,1.06681,80.88478531127475,82.29531152485959,85.6304396548504,65.27226981782373,1.11378,0.73586,1.12366,0.001882,0.001882,0.001882
166,16017.4,1.02587,0.68512,1.06031,80.43284880940996,82.22084980237155,85.62829554368533,65.24865583456425,1.11356,0.73542,1.12351,0.0018325,0.0018325,0.0018325
167,16109.1,1.01993,0.67528,1.06145,80.57333843358515,82.40430622009569,85.68511448955958,65.23470211718364,1.1137,0.73555,1.12358,0.001783,0.001783,0.001783
168,16201.1,1.01194,0.67537,1.05561,80.32451946064838,82.42265186186812,85.69261887863732,65.2991038897095,1.11325,0.73521,1.12365,0.0017335,0.0017335,0.0017335
169,16293.0,1.01721,0.67568,1.05771,80.22973128048197,82.38919804451841,85.55110754174292,65.26153618906942,1.11289,0.73426,1.12337,0.001684,0.001684,0.001684
170,16384.3,1.01168,0.67178,1.05308,80.41422970259157,82.33955689619306,85.58755743154906,65.26475627769571,1.11248,0.73425,1.12331,0.0016345,0.0016345,0.0016345
171,16475.9,1.01199,0.67733,1.05365,80.94572056995314,82.16581287705431,85.68189832281197,65.23684884293452,1.1125,0.73413,1.12342,0.001585,0.001585,0.001585
172,16567.7,1.00818,0.66807,1.05435,80.74598833317395,82.13883399209486,85.66474543349146,65.26797636632202,1.11187,0.73342,1.12347,0.0015355,0.0015355,0.0015355
173,16659.6,1.00305,0.66358,1.0535,81.09636607057473,82.1712086540462,85.71513204587052,65.2400689315608,1.11133,0.7329,1.12342,0.001486,0.001486,0.001486
174,16751.2,1.0015,0.65977,1.04975,80.46670173089795,82.29207405866445,85.68404243397705,65.24972919743969,1.11114,0.73256,1.12356,0.0014365,0.0014365,0.0014365
175,16843.2,1.00404,0.66396,1.05252,81.02188964330114,82.08271791137923,85.96492099660078,65.24865583456425,1.11108,0.73206,1.1236,0.001387,0.001387,0.001387
176,16935.0,0.99847,0.65524,1.04867,80.98126613751553,82.0611348034117,86.02495610922264,65.26368291482028,1.11065,0.73228,1.12355,0.0013375,0.0013375,0.0013375
177,17026.6,0.99393,0.66041,1.04818,80.64950750693316,82.04602662783441,85.97456949684359,65.32271787296897,1.11104,0.73181,1.12363,0.001288,0.001288,0.001288
178,17118.1,0.99206,0.6553,1.04672,80.87970737305155,82.03955169544415,86.0388928317956,65.28944362383062,1.11114,0.73185,1.12379,0.0012385,0.0012385,0.0012385
179,17209.7,0.9858,0.64767,1.04262,80.24835038730036,82.02983929685875,85.92203877329945,65.28729689807976,1.11106,0.73117,1.12394,0.001189,0.001189,0.001189
180,17301.0,0.98889,0.65,1.04584,80.15694749928277,81.98775223632204,85.85664338276491,65.31949778434269,1.11088,0.73133,1.12395,0.0011395,0.0011395,0.0011395
181,17393.0,0.9844,0.64708,1.04153,81.05066462656595,82.03847254004577,85.92203877329945,65.2851501723289,1.11092,0.73152,1.12406,0.00109,0.00109,0.00109
182,17484.8,0.9772,0.63879,1.03963,81.70233336520991,81.71580507593094,85.95741660752306,65.25616937469228,1.11091,0.73106,1.12432,0.0010405,0.0010405,0.0010405
183,17576.1,0.97847,0.6418,1.04184,81.8309744668643,81.73415071770336,85.91775055096932,65.25724273756771,1.11064,0.73079,1.12436,0.000991,0.000991,0.000991
184,17667.6,0.96349,0.63147,1.03518,81.9562302763699,81.62947264406075,85.89523738373612,65.33989167897587,1.1105,0.73027,1.12456,0.0009415,0.0009415,0.0009415
185,17759.0,0.96531,0.63762,1.03294,80.45654585445156,82.35358591637197,85.89630943931866,65.28944362383062,1.11053,0.7299,1.12472,0.000892,0.000892,0.000892
186,17850.7,0.96593,0.63748,1.03699,82.0662522712059,81.64565997503641,85.97028127451345,65.33989167897587,1.11071,0.72923,1.12499,0.0008425,0.0008425,0.0008425
187,17942.4,0.96004,0.63026,1.03119,82.05948168690828,81.35860463906803,85.87272421650292,65.35706548498277,1.11044,0.72891,1.1251,0.000793,0.000793,0.000793
188,18034.0,0.96195,0.63099,1.03398,81.47721143731471,81.75033804867901,85.85878749393,65.39785327424913,1.11036,0.72888,1.12514,0.0007435,0.0007435,0.0007435
189,18126.1,0.9518,0.6232,1.03042,81.64139810653151,81.75681298106927,85.8813006611632,65.4,1.11052,0.72849,1.12541,0.000694,0.000694,0.000694
190,18218.7,0.94756,0.6196,1.03063,81.6752510280195,81.81077075098815,85.94669605169771,65.35491875923191,1.11041,0.72867,1.12559,0.0006445,0.0006445,0.0006445
191,18310.3,0.94689,0.62081,1.02691,81.60754518504352,81.75357551487414,85.91775055096932,65.32057114721812,1.11059,0.72815,1.12592,0.000595,0.000595,0.000595
192,18401.9,0.94294,0.61469,1.02426,81.28594243090753,81.79997919700438,85.92847110679465,65.36994583948794,1.11069,0.72771,1.12618,0.0005455,0.0005455,0.0005455
193,18493.5,0.94107,0.61567,1.02838,80.83569857511715,81.87120345329728,85.91560643980426,65.36243229935992,1.11051,0.72743,1.12638,0.000496,0.000496,0.000496
194,18585.3,0.94352,0.61408,1.02663,80.93217940135793,81.85933274391513,85.92954316237719,65.35384539635646,1.11054,0.72692,1.12652,0.0004465,0.0004465,0.0004465
195,18677.9,0.93154,0.60647,1.02456,80.56995314143634,81.73415071770336,85.88987710582346,65.32486459871984,1.11115,0.72665,1.1269,0.000397,0.000397,0.000397
196,18769.2,0.93597,0.60797,1.02219,80.90340441809313,81.62407686706887,85.90702999514399,65.330231413097,1.11125,0.7262,1.1271,0.0003475,0.0003475,0.0003475
197,18860.6,0.93146,0.60852,1.02432,81.34518504351152,81.72767578531308,85.90274177281385,65.37101920236336,1.11141,0.72594,1.12733,0.000298,0.000298,0.000298
198,18952.3,0.92131,0.59683,1.01708,80.72229128813234,81.68666788017475,85.87058010533785,65.34096504185129,1.11108,0.72551,1.12728,0.0002485,0.0002485,0.0002485
199,19044.2,0.93175,0.61213,1.02181,80.89494118772114,81.7557338256709,85.86414777184265,65.32593796159527,1.11125,0.72474,1.12757,0.000199,0.000199,0.000199
200,19138.0,0.92227,0.59992,1.01665,80.75614420962035,81.6650847722072,85.83091404878411,65.27870999507631,1.11146,0.72422,1.12796,0.0001495,0.0001495,0.0001495
